Customer_ID,Age,Gender,Monthly_Charges,Tenure_Months,Internet_Service,Contract_Type,Support_Calls,Payment_Method,Churn
10795,35,Male,72.26,58,DSL,Month-to-Month,2,Cash,No
10796,68,Male,114.76,16,Fiber,Month-to-Month,0,E-Wallet,No
10797,22,Male,121.38,47,Cable,One Year,1,E-Wallet,No
10798,64,Male,35.37,44,Fiber,Month-to-Month,5,Bank Transfer,No
10799,42,Female,20.0,14,DSL,One Year,9,Cash,No
10800,19,Male,112.58,24,Cable,Month-to-Month,9,Bank Transfer,Yes
10801,27,Male,66.36,55,Cable,Month-to-Month,8,Cash,Yes
10802,47,Female,53.08,15,Fiber,One Year,2,E-Wallet,No
10803,67,Female,21.68,34,Fiber,Two Year,9,Credit Card,Yes
10804,62,Female,90.24,2,Fiber,Two Year,1,Credit Card,No
10805,22,Male,130.65,27,Cable,One Year,10,Cash,Yes
10806,50,Female,144.49,23,Cable,One Year,0,Cash,No
10807,18,Male,93.55,68,Cable,Two Year,1,Bank Transfer,No
10808,35,Male,86.88,14,DSL,Two Year,2,E-Wallet,No
10809,49,Male,31.06,63,DSL,Two Year,6,Credit Card,No
10810,64,Female,91.35,65,Fiber,One Year,1,Bank Transfer,No
10811,66,Female,69.4,68,Cable,Month-to-Month,4,Cash,Yes
10812,28,Female,98.93,63,Fiber,One Year,1,E-Wallet,No
10813,38,Female,70.53,64,Cable,Two Year,6,Bank Transfer,No
10814,43,Female,51.24,32,Fiber,Month-to-Month,9,Bank Transfer,Yes
10815,42,Male,32.35,13,DSL,One Year,7,Cash,No
10816,39,Male,60.94,66,Cable,Two Year,7,E-Wallet,No
10817,44,Male,32.56,19,DSL,One Year,7,Credit Card,No
10818,66,Male,43.0,24,Cable,Month-to-Month,9,Bank Transfer,Yes
10819,30,Female,148.35,11,Fiber,Two Year,8,Cash,Yes
10820,50,Female,77.73,59,Cable,One Year,0,Bank Transfer,No
10821,51,Male,89.14,15,DSL,Month-to-Month,0,Cash,No
10822,58,Female,133.57,10,Cable,Month-to-Month,9,Cash,Yes
10823,52,Female,149.42,41,Fiber,One Year,1,Cash,No
10824,18,Male,95.75,27,Cable,Month-to-Month,10,E-Wallet,Yes
10825,38,Male,125.62,60,DSL,Two Year,5,Credit Card,No
10826,65,Female,62.5,52,Fiber,Month-to-Month,0,E-Wallet,Yes
10827,23,Female,59.75,28,DSL,One Year,4,Credit Card,No
10828,45,Male,72.35,65,Cable,Two Year,4,Cash,No
10829,34,Male,107.43,17,DSL,Month-to-Month,3,Credit Card,Yes
10830,22,Male,108.68,44,Cable,Month-to-Month,10,E-Wallet,Yes
10831,48,Female,60.98,10,Fiber,Two Year,4,Bank Transfer,Yes
10832,22,Male,37.32,63,DSL,Two Year,0,E-Wallet,No
10833,55,Male,102.21,47,DSL,Month-to-Month,10,E-Wallet,Yes
10834,20,Female,36.68,38,Cable,Two Year,10,E-Wallet,No
10835,40,Female,95.2,70,DSL,One Year,5,E-Wallet,No
10836,54,Female,110.14,53,DSL,Month-to-Month,6,E-Wallet,Yes
10837,54,Female,111.08,44,Fiber,One Year,7,Credit Card,No
10838,27,Female,117.95,54,Cable,Month-to-Month,1,Credit Card,Yes
10839,27,Male,133.47,20,Cable,One Year,6,Bank Transfer,Yes
10840,36,Male,84.99,31,Fiber,One Year,5,E-Wallet,No
10841,34,Female,114.93,7,Fiber,Two Year,8,E-Wallet,Yes
10842,38,Female,100.49,58,Cable,Month-to-Month,7,Bank Transfer,Yes
10843,31,Female,44.26,10,Fiber,Two Year,10,Bank Transfer,Yes
10844,26,Female,23.34,10,Fiber,Two Year,3,Cash,No
10845,63,Female,56.99,39,Fiber,Month-to-Month,8,Bank Transfer,No
10846,18,Male,77.59,28,Cable,One Year,0,Bank Transfer,No
10847,68,Male,100.22,30,Fiber,Month-to-Month,10,Bank Transfer,Yes
10848,62,Male,130.49,37,DSL,Month-to-Month,5,Cash,Yes
10849,30,Male,45.51,67,DSL,Month-to-Month,7,Credit Card,Yes
10850,21,Female,36.32,43,Cable,Two Year,10,Cash,Yes
10851,18,Male,145.25,52,Fiber,Month-to-Month,10,Credit Card,Yes
10852,66,Female,34.05,56,DSL,Month-to-Month,3,Bank Transfer,Yes
10853,57,Female,82.2,68,Cable,Month-to-Month,1,Cash,Yes
10854,49,Female,96.12,9,DSL,One Year,10,Cash,No
10855,51,Male,90.38,23,Fiber,One Year,1,Credit Card,No
10856,45,Female,31.18,63,Cable,One Year,9,Cash,No
10857,48,Male,27.41,61,DSL,One Year,0,Cash,No
10858,25,Male,33.71,40,Cable,Two Year,4,E-Wallet,No
10859,56,Female,96.13,44,DSL,Two Year,5,Credit Card,No
10860,43,Female,90.76,24,DSL,Month-to-Month,3,Cash,Yes
10861,51,Female,50.39,51,Fiber,Two Year,3,Cash,No
10862,20,Male,102.91,58,Fiber,One Year,4,Bank Transfer,Yes
10863,67,Female,126.61,33,DSL,Month-to-Month,4,E-Wallet,No
10864,29,Male,25.41,16,Cable,Month-to-Month,8,E-Wallet,Yes
10865,18,Female,84.76,22,Cable,One Year,7,Bank Transfer,No
10866,61,Female,109.61,57,Fiber,One Year,8,Bank Transfer,No
10867,22,Male,52.8,62,DSL,One Year,2,Bank Transfer,No
10868,47,Male,60.01,71,Fiber,Two Year,2,Bank Transfer,No
10869,47,Male,99.77,70,DSL,Month-to-Month,0,E-Wallet,Yes
10870,34,Male,136.73,30,DSL,One Year,9,Cash,No
10871,65,Male,125.29,23,Fiber,Month-to-Month,5,Cash,Yes
10872,64,Male,95.81,32,Cable,Month-to-Month,3,Bank Transfer,No
10873,40,Female,114.93,57,Fiber,Two Year,10,Credit Card,Yes
10874,32,Female,67.43,9,DSL,Month-to-Month,7,Bank Transfer,Yes
10875,54,Male,103.33,31,Fiber,One Year,1,Cash,No
10876,38,Female,80.6,71,Cable,One Year,10,Credit Card,No
10877,31,Male,44.69,9,Cable,Month-to-Month,1,Bank Transfer,Yes
10878,19,Female,111.23,13,DSL,Month-to-Month,6,Credit Card,Yes
10879,28,Female,92.34,58,Fiber,Two Year,4,Bank Transfer,No
10880,68,Male,66.62,3,Cable,One Year,0,E-Wallet,No
10881,56,Male,138.47,35,Fiber,One Year,6,Cash,Yes
10882,55,Male,22.72,21,Cable,Month-to-Month,6,Bank Transfer,Yes
10883,51,Female,61.05,64,DSL,Month-to-Month,9,Credit Card,No
10884,55,Male,27.39,52,DSL,Month-to-Month,5,Cash,No
10885,67,Female,119.65,34,Fiber,One Year,3,Bank Transfer,No
10886,51,Male,111.27,35,DSL,Month-to-Month,7,Bank Transfer,Yes
10887,35,Female,63.08,15,Cable,Two Year,10,Bank Transfer,Yes
10888,47,Female,107.84,6,DSL,Two Year,1,Bank Transfer,No
10889,32,Male,71.47,32,Cable,Month-to-Month,1,E-Wallet,No
10890,44,Female,118.31,52,Cable,Two Year,1,Cash,No
10891,68,Female,79.04,28,DSL,Two Year,2,E-Wallet,No
10892,51,Male,73.6,64,Cable,Two Year,5,Cash,Yes
10893,69,Female,141.51,19,Cable,Two Year,0,Bank Transfer,No
10894,55,Male,52.61,15,Fiber,Two Year,10,Cash,No
10895,50,Male,35.66,6,Fiber,One Year,1,Credit Card,No
10896,41,Male,95.99,38,Fiber,Month-to-Month,9,Cash,Yes
10897,32,Male,146.01,26,DSL,Two Year,1,Credit Card,No
10898,47,Female,69.12,51,Fiber,Month-to-Month,0,Credit Card,No
10899,59,Female,28.06,53,Cable,Two Year,2,E-Wallet,No
10900,68,Female,64.11,56,DSL,One Year,9,Cash,No
10901,34,Male,85.77,59,DSL,One Year,6,Bank Transfer,Yes
10902,22,Female,41.05,70,DSL,Two Year,0,Cash,No
10903,46,Female,105.55,58,DSL,Two Year,6,E-Wallet,Yes
10904,21,Male,149.71,13,Cable,Two Year,4,Credit Card,No
10905,27,Male,78.73,43,Cable,One Year,8,Credit Card,Yes
10906,34,Female,66.11,51,Fiber,One Year,1,E-Wallet,No
10907,27,Male,72.09,19,DSL,Month-to-Month,0,E-Wallet,No
10908,34,Male,34.97,21,Fiber,One Year,8,Cash,Yes
10909,37,Male,134.83,24,Cable,Two Year,7,Credit Card,No
10910,41,Male,73.93,26,DSL,Month-to-Month,9,E-Wallet,Yes
10911,22,Female,70.35,45,Cable,One Year,5,Cash,No
10912,51,Male,105.76,28,Fiber,One Year,4,Cash,No
10913,23,Male,77.46,29,Cable,Two Year,7,Bank Transfer,No
10914,19,Male,104.27,17,DSL,Month-to-Month,7,Credit Card,Yes
10915,30,Male,27.99,68,DSL,One Year,4,Cash,No
10916,60,Male,125.78,44,Fiber,One Year,6,E-Wallet,Yes
10917,60,Male,142.27,61,DSL,Two Year,0,Credit Card,No
10918,65,Male,104.34,68,Cable,Month-to-Month,3,E-Wallet,Yes
10919,28,Male,144.09,25,Cable,Month-to-Month,1,E-Wallet,No
10920,68,Female,39.69,67,Cable,Month-to-Month,9,Cash,Yes
10921,64,Male,82.06,2,Cable,Month-to-Month,2,Cash,Yes
10922,40,Female,98.23,49,Fiber,Two Year,0,Bank Transfer,No
10923,33,Male,95.63,70,Cable,One Year,10,E-Wallet,No
10924,48,Male,72.19,26,Fiber,One Year,10,Cash,No
10925,28,Male,63.95,27,Cable,Month-to-Month,1,Bank Transfer,No
10926,33,Male,36.49,18,Fiber,Month-to-Month,0,Credit Card,Yes
10927,25,Female,70.93,54,Cable,Month-to-Month,7,Bank Transfer,Yes
10928,21,Male,41.15,1,Cable,One Year,3,Bank Transfer,No
10929,57,Male,115.47,61,Fiber,One Year,2,E-Wallet,No
10930,21,Female,47.15,3,DSL,Month-to-Month,0,Credit Card,Yes
10931,42,Female,27.61,68,DSL,Two Year,1,E-Wallet,No
10932,20,Male,91.81,41,DSL,One Year,2,E-Wallet,No
10933,49,Female,97.38,37,Fiber,One Year,2,Bank Transfer,No
10934,20,Female,133.35,51,DSL,Month-to-Month,5,Bank Transfer,No
10935,44,Female,95.01,15,DSL,Two Year,9,Cash,Yes
10936,46,Male,64.91,8,Fiber,Month-to-Month,7,Bank Transfer,Yes
10937,49,Male,124.39,38,DSL,Month-to-Month,5,Cash,Yes
10938,67,Male,90.24,56,DSL,Two Year,1,E-Wallet,No
10939,68,Female,30.31,47,DSL,Two Year,1,Bank Transfer,No
10940,36,Male,93.56,10,Fiber,Two Year,6,Credit Card,Yes
10941,38,Female,138.04,49,Fiber,One Year,0,Credit Card,No
10942,22,Male,71.52,41,DSL,Month-to-Month,0,E-Wallet,No
10943,35,Male,58.52,30,DSL,One Year,6,E-Wallet,No
10944,45,Female,38.65,5,Fiber,Two Year,8,Bank Transfer,Yes
10945,59,Male,39.69,71,DSL,One Year,4,Cash,No
10946,39,Female,76.26,31,Fiber,Two Year,10,Bank Transfer,No
10947,38,Female,97.44,52,DSL,Two Year,0,Cash,No
10948,23,Male,30.48,23,Fiber,Month-to-Month,4,Bank Transfer,No
10949,18,Female,142.14,48,Cable,Month-to-Month,10,Credit Card,Yes
10950,22,Male,118.17,40,Cable,Month-to-Month,0,Credit Card,Yes
10951,58,Male,96.26,6,Fiber,One Year,9,Cash,No
10952,29,Female,127.7,38,Cable,Month-to-Month,8,Bank Transfer,Yes
10953,43,Male,30.42,41,DSL,Two Year,3,E-Wallet,No
10954,63,Female,81.99,27,Fiber,Month-to-Month,8,Cash,Yes
10955,51,Male,101.91,69,Fiber,One Year,1,Credit Card,No
10956,66,Male,127.72,57,DSL,Month-to-Month,6,Cash,Yes
10957,31,Male,121.85,17,DSL,Month-to-Month,1,Bank Transfer,Yes
10958,43,Male,56.02,71,Fiber,Month-to-Month,3,E-Wallet,No
10959,62,Male,142.31,47,DSL,One Year,5,E-Wallet,No
10960,44,Female,36.16,13,Fiber,Two Year,1,Cash,No
10961,26,Female,133.77,11,DSL,Two Year,1,Bank Transfer,Yes
10962,43,Female,146.22,24,Fiber,Two Year,1,Bank Transfer,No
10963,64,Female,43.03,4,DSL,Month-to-Month,2,E-Wallet,Yes
10964,39,Female,113.87,46,DSL,Month-to-Month,4,Credit Card,Yes
10965,64,Female,25.24,18,Cable,One Year,8,Bank Transfer,Yes
10966,47,Male,72.7,43,Cable,Two Year,5,E-Wallet,No
10967,60,Male,87.12,33,Cable,Month-to-Month,8,E-Wallet,Yes
10968,65,Female,95.48,10,DSL,Month-to-Month,9,Bank Transfer,Yes
10969,34,Female,141.67,59,Fiber,Month-to-Month,4,Bank Transfer,No
10970,43,Male,107.39,31,DSL,One Year,10,Cash,Yes
10971,53,Male,82.57,28,Cable,Two Year,5,Credit Card,No
10972,18,Male,125.26,60,DSL,One Year,9,Cash,Yes
10973,25,Female,143.57,3,Cable,Two Year,7,Cash,Yes
10974,66,Female,22.87,55,Cable,Two Year,2,E-Wallet,No
10975,52,Female,147.73,14,Fiber,Month-to-Month,1,E-Wallet,Yes
10976,69,Male,31.2,58,Fiber,Month-to-Month,2,Credit Card,No
10977,32,Male,125.87,15,Cable,Month-to-Month,8,Cash,Yes
10978,64,Female,56.44,2,Cable,Month-to-Month,5,Cash,Yes
10979,39,Female,37.18,24,DSL,Month-to-Month,9,E-Wallet,Yes
10980,31,Male,77.18,64,Cable,Two Year,3,E-Wallet,No
10981,43,Male,103.71,71,DSL,Month-to-Month,9,Bank Transfer,Yes
10982,45,Male,69.52,24,Cable,Month-to-Month,2,Cash,No
10983,40,Male,27.09,27,Fiber,One Year,1,Credit Card,No
10984,31,Female,97.93,37,Fiber,One Year,3,Cash,No
10985,41,Male,137.31,39,Cable,Two Year,8,E-Wallet,No
10986,19,Male,69.82,63,DSL,Two Year,3,Bank Transfer,No
10987,62,Male,48.12,26,DSL,One Year,4,Cash,No
10988,43,Female,77.54,65,DSL,One Year,7,Credit Card,No
10989,31,Female,26.29,4,Cable,Month-to-Month,1,E-Wallet,Yes
10990,68,Male,126.66,29,Cable,Month-to-Month,10,Bank Transfer,Yes
10991,24,Male,127.42,1,Fiber,Two Year,2,Cash,Yes
10992,20,Male,96.44,50,Fiber,One Year,5,Credit Card,No
10993,64,Female,65.9,11,Cable,Two Year,6,E-Wallet,Yes
10994,40,Female,123.97,59,Fiber,Month-to-Month,3,Credit Card,Yes
10995,63,Female,92.11,62,DSL,Two Year,0,Cash,Yes
10996,60,Male,127.37,36,DSL,Two Year,6,E-Wallet,Yes
10997,64,Female,102.09,56,Cable,Two Year,8,Cash,No
10998,62,Male,121.97,21,DSL,Month-to-Month,0,Bank Transfer,Yes
10999,35,Male,97.81,13,Cable,Two Year,0,Cash,No
11000,55,Male,73.84,9,DSL,Month-to-Month,0,Bank Transfer,Yes
11001,52,Female,144.53,11,Cable,One Year,9,Cash,Yes
11002,68,Male,90.34,70,DSL,Two Year,6,Credit Card,Yes
11003,32,Female,98.66,1,DSL,Two Year,10,Credit Card,Yes
11004,42,Female,48.66,70,Fiber,Month-to-Month,8,E-Wallet,Yes
11005,54,Male,101.33,56,Fiber,Two Year,2,Credit Card,No
11006,45,Male,94.31,31,Fiber,Month-to-Month,7,Credit Card,Yes
11007,27,Female,44.03,37,Fiber,Two Year,8,Bank Transfer,No
11008,56,Male,27.75,47,Fiber,One Year,2,Credit Card,No
11009,34,Female,98.57,47,Fiber,One Year,2,Bank Transfer,No
11010,56,Male,119.28,69,Cable,One Year,0,Bank Transfer,No
11011,39,Female,88.04,58,Cable,Two Year,1,Bank Transfer,No
11012,43,Female,49.48,36,Fiber,Two Year,6,Cash,Yes
11013,61,Female,106.65,32,Cable,One Year,2,Bank Transfer,No
11014,42,Female,30.41,64,Fiber,One Year,6,Cash,No
11015,34,Male,77.44,71,Cable,Month-to-Month,4,Bank Transfer,No
11016,30,Male,41.24,42,DSL,Month-to-Month,9,Cash,Yes
11017,37,Female,43.98,48,Cable,One Year,7,E-Wallet,No
11018,42,Female,46.3,30,Cable,One Year,4,E-Wallet,No
11019,21,Male,70.27,21,Cable,Two Year,2,Cash,No
11020,27,Male,26.65,60,DSL,One Year,8,E-Wallet,No
11021,20,Male,71.71,13,Fiber,Month-to-Month,6,Credit Card,Yes
11022,58,Male,86.52,1,Cable,Month-to-Month,4,Bank Transfer,No
11023,62,Male,82.83,65,Cable,Month-to-Month,6,Cash,Yes
11024,35,Male,69.76,33,DSL,Month-to-Month,10,E-Wallet,Yes
11025,64,Female,129.09,38,Fiber,Month-to-Month,9,E-Wallet,Yes
11026,53,Male,38.89,25,Cable,Month-to-Month,8,Credit Card,Yes
11027,64,Male,85.74,26,DSL,One Year,4,Bank Transfer,No
11028,39,Female,28.07,59,Fiber,Month-to-Month,6,Credit Card,Yes
11029,51,Male,29.25,33,Fiber,Month-to-Month,10,Cash,Yes
11030,64,Male,94.6,41,Cable,Month-to-Month,8,E-Wallet,No
11031,25,Male,93.58,30,Cable,Month-to-Month,0,E-Wallet,Yes
11032,57,Male,134.14,57,Cable,One Year,3,E-Wallet,No
11033,66,Male,92.52,49,Cable,Two Year,0,Credit Card,No
11034,61,Female,144.77,48,DSL,Two Year,7,Credit Card,Yes
11035,36,Male,26.33,49,DSL,Two Year,2,Bank Transfer,No
11036,59,Female,32.74,47,Cable,Two Year,1,Cash,No
11037,58,Female,25.73,56,Fiber,Month-to-Month,3,Bank Transfer,No
11038,54,Male,44.09,65,Cable,Two Year,10,Bank Transfer,No
11039,23,Female,90.37,12,Fiber,Two Year,2,E-Wallet,No
11040,69,Male,103.92,69,Fiber,One Year,10,Credit Card,Yes
11041,43,Female,25.93,6,Fiber,One Year,4,Cash,No
11042,51,Female,142.98,65,DSL,One Year,7,Bank Transfer,No
11043,62,Male,129.48,25,Fiber,Month-to-Month,9,Cash,Yes
11044,23,Male,58.56,1,Fiber,Month-to-Month,7,E-Wallet,Yes
11045,54,Male,30.03,32,DSL,Month-to-Month,10,Bank Transfer,Yes
11046,50,Male,42.09,3,Fiber,One Year,6,Credit Card,No
11047,39,Male,36.5,49,Fiber,Two Year,7,Bank Transfer,Yes
11048,38,Female,36.03,19,Cable,One Year,4,E-Wallet,No
11049,23,Female,87.41,60,Fiber,Month-to-Month,9,Bank Transfer,Yes
11050,23,Female,51.96,29,Fiber,One Year,9,E-Wallet,No
11051,65,Female,66.56,50,Fiber,Two Year,10,Bank Transfer,No
11052,21,Female,148.64,2,Fiber,Month-to-Month,10,Cash,Yes
11053,47,Female,108.96,56,Fiber,Two Year,5,Credit Card,No
11054,28,Female,143.37,17,DSL,Two Year,7,E-Wallet,Yes
11055,47,Male,38.53,60,Fiber,Month-to-Month,0,Cash,No
11056,48,Male,69.68,36,Fiber,Two Year,5,E-Wallet,No
11057,41,Female,92.12,61,DSL,One Year,5,Bank Transfer,No
11058,26,Female,29.98,17,DSL,Two Year,10,E-Wallet,No
11059,20,Male,20.54,49,Fiber,Two Year,4,E-Wallet,No
11060,68,Male,107.16,60,Fiber,Two Year,3,Credit Card,No
11061,48,Male,103.44,20,Fiber,One Year,0,Cash,No
11062,57,Male,73.4,50,Cable,Two Year,10,Bank Transfer,No
11063,54,Female,83.65,3,Cable,Two Year,9,Credit Card,Yes
11064,53,Male,74.01,43,Fiber,One Year,10,E-Wallet,Yes
11065,41,Female,23.12,57,DSL,Month-to-Month,7,Credit Card,Yes
11066,48,Female,63.6,50,Fiber,Month-to-Month,5,E-Wallet,No
11067,23,Female,43.02,68,DSL,Month-to-Month,2,Bank Transfer,Yes
11068,19,Male,32.8,50,DSL,Two Year,2,E-Wallet,No
11069,37,Male,144.37,37,DSL,Month-to-Month,5,Credit Card,No
11070,45,Female,97.92,46,Fiber,One Year,6,Credit Card,No
11071,28,Female,114.73,42,Fiber,Two Year,7,E-Wallet,Yes
11072,21,Female,61.0,15,DSL,Two Year,4,Cash,No
11073,32,Male,71.11,33,Cable,Two Year,9,Credit Card,Yes
11074,23,Female,50.8,11,Cable,Month-to-Month,5,Cash,Yes
11075,66,Male,32.61,20,Cable,Month-to-Month,0,Cash,No
11076,47,Female,43.27,24,DSL,Month-to-Month,5,Cash,No
11077,55,Female,123.68,64,Fiber,Two Year,8,Cash,No
11078,68,Female,108.08,65,DSL,One Year,9,Credit Card,No
11079,19,Male,91.1,17,Cable,Two Year,3,Credit Card,No
11080,32,Male,81.76,61,Fiber,One Year,9,Cash,Yes
11081,28,Female,139.92,15,DSL,Two Year,0,Credit Card,No
11082,25,Male,29.46,51,DSL,One Year,10,Cash,No
11083,43,Female,56.48,27,Cable,Two Year,8,Cash,No
11084,68,Male,65.49,61,DSL,Two Year,3,Cash,No
11085,62,Male,121.72,58,Fiber,One Year,1,E-Wallet,Yes
11086,61,Male,149.03,31,Cable,One Year,0,Bank Transfer,No
11087,22,Female,51.29,12,Cable,One Year,2,Credit Card,No
11088,23,Male,133.66,46,Fiber,One Year,6,Credit Card,Yes
11089,43,Male,127.98,31,Cable,One Year,10,Cash,No
11090,21,Female,49.21,32,DSL,One Year,9,E-Wallet,No
11091,36,Female,71.91,32,DSL,One Year,1,E-Wallet,No
11092,37,Female,73.26,53,Cable,One Year,8,Credit Card,No
11093,50,Female,147.17,61,Fiber,Two Year,10,Cash,Yes
11094,37,Male,43.52,46,DSL,One Year,1,Credit Card,No
11095,66,Male,123.89,7,Fiber,One Year,4,Cash,Yes
11096,29,Male,63.45,4,DSL,Two Year,7,Cash,Yes
11097,64,Male,115.01,52,DSL,Two Year,9,Bank Transfer,Yes
11098,18,Male,74.6,31,Cable,Month-to-Month,7,Cash,Yes
11099,43,Female,95.19,36,Cable,Month-to-Month,2,Bank Transfer,No
11100,31,Male,128.24,54,Fiber,One Year,1,Credit Card,Yes
11101,55,Male,124.54,54,Cable,One Year,8,Credit Card,Yes
11102,54,Male,132.64,17,DSL,Month-to-Month,2,E-Wallet,Yes
11103,28,Female,27.75,30,DSL,Month-to-Month,7,Bank Transfer,Yes
11104,53,Female,109.97,22,Fiber,One Year,1,Credit Card,No
11105,30,Male,38.2,43,Fiber,Month-to-Month,2,Bank Transfer,Yes
11106,60,Female,74.06,27,DSL,One Year,0,Credit Card,No
11107,20,Female,91.32,37,Cable,Two Year,10,Bank Transfer,No
11108,50,Female,72.36,46,Cable,Two Year,5,Bank Transfer,No
11109,23,Female,87.55,35,Fiber,Month-to-Month,6,Cash,No
11110,67,Female,149.55,4,Fiber,Two Year,3,Credit Card,Yes
11111,27,Female,37.58,26,DSL,Two Year,0,E-Wallet,No
11112,22,Female,107.81,19,DSL,Two Year,2,Cash,No
11113,40,Male,71.48,45,Fiber,Two Year,8,E-Wallet,Yes
11114,27,Male,37.29,26,DSL,One Year,4,Bank Transfer,No
11115,61,Female,40.64,22,Fiber,One Year,5,Cash,No
11116,19,Male,143.41,58,Fiber,Month-to-Month,3,Bank Transfer,No
11117,30,Male,134.35,63,Cable,Two Year,0,Credit Card,Yes
11118,57,Female,137.92,28,Fiber,Two Year,4,Credit Card,Yes
11119,19,Male,148.9,65,DSL,Two Year,4,E-Wallet,No
11120,37,Female,47.08,44,Cable,Month-to-Month,4,Credit Card,Yes
11121,18,Female,66.21,43,Cable,One Year,5,E-Wallet,No
11122,54,Female,107.0,37,DSL,Two Year,10,Bank Transfer,Yes
11123,26,Male,82.89,66,DSL,One Year,1,Cash,No
11124,34,Male,74.39,17,DSL,Month-to-Month,0,Credit Card,Yes
11125,26,Male,66.52,40,Fiber,One Year,1,Bank Transfer,No
11126,28,Male,97.19,38,Cable,Two Year,9,Cash,No
11127,32,Female,94.83,61,Fiber,One Year,5,Bank Transfer,No
11128,41,Female,40.99,9,Fiber,One Year,4,E-Wallet,No
11129,55,Male,81.33,61,Fiber,Month-to-Month,4,Bank Transfer,Yes
11130,52,Female,91.95,16,Fiber,Month-to-Month,5,E-Wallet,No
11131,47,Female,94.14,2,Cable,Month-to-Month,9,E-Wallet,Yes
11132,48,Male,47.31,43,Cable,Month-to-Month,6,Credit Card,Yes
11133,66,Female,116.5,42,Fiber,One Year,8,E-Wallet,Yes
11134,22,Male,23.28,57,DSL,One Year,6,E-Wallet,No
11135,61,Female,66.13,67,Cable,Month-to-Month,1,Bank Transfer,No
11136,67,Male,121.43,30,Fiber,Month-to-Month,5,E-Wallet,Yes
11137,31,Female,93.31,13,DSL,Two Year,8,E-Wallet,No
11138,28,Female,53.95,19,DSL,Two Year,6,Bank Transfer,No
11139,26,Male,110.34,7,Fiber,Month-to-Month,1,Cash,Yes
11140,51,Male,93.76,9,Cable,One Year,2,Credit Card,No
11141,29,Male,123.51,54,DSL,Month-to-Month,7,Bank Transfer,Yes
11142,52,Male,115.55,61,Cable,One Year,10,E-Wallet,No
11143,52,Female,99.31,2,Cable,One Year,8,Bank Transfer,Yes
11144,18,Female,83.46,50,DSL,Two Year,3,Cash,No
11145,57,Male,37.31,31,Fiber,Month-to-Month,8,Bank Transfer,Yes
11146,39,Female,53.97,33,DSL,Month-to-Month,1,Bank Transfer,No
11147,46,Male,74.48,11,DSL,One Year,10,Bank Transfer,Yes
11148,25,Male,97.91,33,Cable,Month-to-Month,4,Bank Transfer,Yes
11149,28,Female,86.78,7,Fiber,Two Year,10,E-Wallet,No
11150,58,Female,57.46,31,Cable,Two Year,1,Bank Transfer,No
11151,54,Male,20.84,48,DSL,Month-to-Month,10,Cash,Yes
11152,31,Male,84.51,47,Fiber,Month-to-Month,0,Bank Transfer,No
11153,47,Male,57.13,53,Fiber,Two Year,4,Bank Transfer,No
11154,52,Female,115.5,19,Fiber,Month-to-Month,1,E-Wallet,Yes
11155,38,Female,23.11,6,Fiber,One Year,6,E-Wallet,Yes
11156,54,Female,96.03,49,Fiber,Month-to-Month,7,Bank Transfer,Yes
11157,22,Female,142.39,50,DSL,One Year,1,E-Wallet,No
11158,36,Male,42.67,12,DSL,Month-to-Month,6,E-Wallet,Yes
11159,31,Male,81.31,23,DSL,Month-to-Month,3,Bank Transfer,No
11160,43,Male,31.88,54,Cable,Two Year,0,E-Wallet,No
11161,21,Male,101.34,69,Fiber,One Year,10,Credit Card,No
11162,42,Male,91.57,59,Fiber,Two Year,2,Credit Card,No
11163,62,Male,72.96,36,DSL,Month-to-Month,10,Credit Card,Yes
11164,59,Female,87.78,3,Fiber,Two Year,0,E-Wallet,No
11165,42,Female,136.55,58,Cable,Month-to-Month,4,Credit Card,Yes
11166,35,Male,45.52,55,Fiber,Month-to-Month,7,Cash,Yes
11167,57,Male,22.93,57,Fiber,Month-to-Month,0,Credit Card,No
11168,25,Female,132.02,17,Cable,One Year,8,Cash,No
11169,56,Female,95.03,39,DSL,One Year,2,E-Wallet,No
11170,57,Female,135.79,68,DSL,One Year,4,Credit Card,Yes
11171,31,Female,97.6,55,Fiber,Two Year,8,Cash,No
11172,49,Male,125.32,45,Cable,Month-to-Month,4,E-Wallet,No
11173,68,Male,75.86,1,DSL,Two Year,8,Credit Card,No
11174,55,Male,117.48,21,DSL,Two Year,9,Bank Transfer,Yes
11175,50,Male,138.7,21,DSL,Month-to-Month,7,Credit Card,Yes
11176,40,Male,94.38,52,Fiber,Two Year,6,Credit Card,No
11177,32,Female,43.5,43,Cable,Month-to-Month,10,Credit Card,Yes
11178,50,Male,54.94,52,Fiber,Month-to-Month,0,Bank Transfer,No
11179,42,Female,45.82,67,DSL,Month-to-Month,3,Cash,No
11180,34,Male,52.09,44,Cable,Month-to-Month,8,Cash,Yes
11181,50,Male,59.83,32,Fiber,Two Year,9,Bank Transfer,No
11182,64,Male,92.17,10,DSL,Two Year,7,Credit Card,No
11183,19,Male,96.44,64,DSL,Two Year,3,Credit Card,No
11184,31,Male,75.44,69,Fiber,One Year,0,Credit Card,No
11185,57,Female,100.0,68,DSL,Two Year,9,Cash,Yes
11186,57,Female,30.6,28,DSL,Two Year,3,Cash,No
11187,68,Female,31.41,53,Cable,One Year,2,Bank Transfer,No
11188,56,Male,42.34,51,DSL,Month-to-Month,5,E-Wallet,Yes
